ano;sigla_uf;rede;diretoria;id_municipio;prop_aprovados_anos_inciais_ef;prop_reprovados_anos_iniciais_ef;prop_abandono_anos_iniciais_ef;prop_aprovados_anos_finais_ef;prop_reprovados_anos_finais_ef;prop_abandono_anos_finais_ef;prop_aprovados_em;prop_reprovados_em;prop_abandono_em
2011;SP;;;3521705;96.67897;3.321033;0;92.30211;6.753813;0.9440813;83.29082;11.35204;5.357143
2011;SP;;;3522802;100;0;0;93.73717;5.030801;1.232033;85.58394;8.941606;5.474452
2011;SP;;;3523206;0;0;0;95.72791;3.318125;0.953961;85.09638;10.34321;4.560414
2011;SP;;;3543501;88.88889;11.11111;0;94.8718;2.777778;2.350427;90.97473;5.415163;3.610108
2011;SP;;;3507001;0;0;0;0;0;0;86.38889;8.888889;4.722222
2011;SP;;;3508405;0;0;0;94.09765;4.511743;1.390606;83.48277;10.0991;6.418122
2011;SP;;;3511508;0;0;0;0;0;0;83.76881;9.422011;6.809185
2011;SP;;;3521002;0;0;0;0;0;0;79.11153;13.138;7.750473
2011;SP;;;3523909;95.19231;4.326923;0.4807692;88.37778;9.624987;1.997238;82.95922;12.7572;4.283576
2011;SP;;;3525854;0;0;0;0;0;0;96.55173;1.149425;2.298851
2011;SP;;;3540606;0;0;0;86.48649;7.207207;6.306306;82.43314;13.21447;4.352386
2011;SP;;;3545209;94.68085;5.18617;0.1329787;96.59853;2.800206;0.6012713;91.69884;6.44305;1.858108
2011;SP;;;3554508;0;0;0;0;0;0;75.32189;8.655222;16.02289
2011;SP;;;3506102;0;0;0;94.18127;4.401343;1.417382;86.72329;9.655789;3.620921
2011;SP;;;3518602;0;0;0;0;0;0;83.43195;10.57692;5.991124
2011;SP;;;3518859;0;0;0;0;0;0;95.04644;4.95356;0
2011;SP;;;3524303;0;0;0;91.37145;4.419502;4.209049;83.63971;8.455882;7.904412
2011;SP;;;3531308;0;0;0;94.18121;4.655029;1.163757;83.58832;10.8484;5.563282
2011;SP;;;3531506;0;0;0;97.05373;0.6932409;2.253033;94.82496;0.152207;5.022831
2011;SP;;;3540903;0;0;0;0;0;0;78.98194;15.10673;5.91133
2011;SP;;;3553104;0;0;0;94.29929;3.562945;2.137767;88.25911;10.12146;1.619433
2011;SP;;;3553203;0;0;0;97.5089;2.135231;0.3558719;94.93671;3.797468;1.265823
2011;SP;;;3553658;0;0;0;96.75325;3.246753;0;100;0;0
2011;SP;;;3503901;95.11494;4.885057;0;92.32653;7.428571;0.244898;79.48052;19.22078;1.298701
2011;SP;;;3518305;0;0;0;95.50912;4.090707;0.4001779;85.63312;12.41883;1.948052
2011;SP;;;3520202;0;0;0;90.48843;8.74036;0.7712082;84.43396;11.32076;4.245283
2011;SP;;;3524402;93.43284;6.368159;0.199005;93.17046;5.917347;0.9121916;80.7561;15.81675;3.427158
2011;SP;;;3546009;0;0;0;0;0;0;83.2981;9.302325;7.399577
